id,brand_slug,brand_name,model_name,tractor_type,drive,cab,power_kw,year_start,year_end,aim4price_replacement_ex_vat
landini-solis-20-field-4wd-open,landini,Landini,Solis 20,field,4wd,open-station,13,2010,2025,200000
